lsl_timestamp,TP9 (microvolts),AF7 (microvolts),AF8 (microvolts),TP10 (microvolts),Right AUX (microvolts)
1770415402.357287,28.80859375,34.66796875,-11.71875,23.4375,22.4609375
1770415402.3611927,25.87890625,35.15625,-15.625,30.76171875,31.73828125
1770415402.3650985,20.5078125,37.59765625,32.71484375,34.66796875,75.1953125
1770415402.3690042,12.6953125,32.71484375,40.52734375,32.71484375,54.19921875
1770415402.37291,11.71875,31.25,31.25,37.59765625,19.53125
1770415402.3768172,29.296875,30.76171875,-102.05078125,59.08203125,19.04296875
1770415402.380723,40.52734375,32.71484375,-243.65234375,38.0859375,59.5703125
1770415402.3846288,32.2265625,41.9921875,-41.015625,15.13671875,53.7109375
1770415402.3885343,35.15625,43.9453125,54.6875,27.83203125,59.5703125
1770415402.39244,40.0390625,41.9921875,52.24609375,22.4609375,58.59375
1770415402.3963459,30.2734375,38.0859375,-9.27734375,18.5546875,55.6640625
1770415402.4002516,15.13671875,36.1328125,-31.25,18.5546875,84.47265625
1770415402.4041574,17.08984375,37.59765625,61.5234375,15.625,41.9921875
1770415402.4080632,29.78515625,36.1328125,-179.6875,22.94921875,-18.06640625
1770415402.411969,24.4140625,39.55078125,-230.95703125,16.6015625,-9.765625
1770415402.4158747,19.04296875,43.45703125,138.18359375,14.16015625,36.62109375
1770415402.4197805,31.73828125,41.9921875,92.7734375,23.92578125,57.12890625
1770415402.4236867,31.25,40.0390625,62.01171875,28.3203125,47.8515625
1770415402.4275925,29.78515625,35.64453125,129.39453125,32.71484375,6.34765625
1770415402.4314983,34.66796875,37.59765625,123.046875,30.76171875,-26.85546875
1770415402.435404,36.62109375,43.9453125,80.56640625,36.62109375,30.2734375
1770415402.4393098,33.69140625,37.109375,4.39453125,31.73828125,62.01171875
1770415402.4432156,31.73828125,31.25,-63.96484375,21.484375,-0.9765625
1770415402.4471214,31.73828125,32.71484375,6.8359375,25.390625,64.453125
1770415402.451027,30.76171875,32.71484375,120.60546875,27.83203125,68.84765625
1770415402.4549327,33.203125,36.62109375,90.8203125,20.99609375,19.04296875
1770415402.4588385,29.296875,38.57421875,118.1640625,19.04296875,57.6171875
1770415402.4627442,24.4140625,36.62109375,193.84765625,19.53125,41.015625
1770415402.46665,31.73828125,31.25,0.48828125,27.34375,-1.953125
1770415402.470557,38.57421875,33.203125,-255.859375,30.76171875,11.23046875
1770415402.4744627,37.59765625,41.015625,-139.16015625,28.3203125,20.99609375
1770415402.4783685,37.59765625,39.55078125,45.8984375,35.64453125,36.62109375
1770415402.4822743,34.66796875,38.0859375,131.8359375,33.203125,37.109375
1770415402.48618,37.59765625,34.66796875,100.09765625,39.55078125,43.45703125
1770415402.4900858,43.45703125,32.2265625,-12.20703125,40.52734375,60.05859375
1770415402.4939916,35.15625,37.109375,-57.6171875,28.80859375,27.83203125
1770415402.4978974,31.73828125,38.57421875,-251.953125,30.2734375,-28.3203125
1770415402.501803,30.2734375,37.109375,-298.828125,23.4375,-3.90625
1770415402.5057087,23.4375,42.96875,-62.01171875,11.71875,40.52734375
1770415402.5096145,24.4140625,45.8984375,26.3671875,13.18359375,32.2265625
1770415402.5135202,28.80859375,37.59765625,67.3828125,23.4375,19.53125
1770415402.5174265,33.69140625,39.0625,57.6171875,26.85546875,29.296875
1770415402.521332,30.2734375,41.015625,-20.01953125,19.53125,-9.765625
1770415402.5252378,34.1796875,31.25,-53.22265625,20.01953125,5.37109375
1770415402.5291436,38.0859375,29.78515625,-124.51171875,31.25,34.66796875
1770415402.5330493,28.3203125,31.73828125,-134.765625,28.80859375,-2.44140625
1770415402.536955,32.2265625,30.76171875,-184.5703125,30.2734375,-30.2734375
1770415402.540861,33.69140625,35.15625,-245.1171875,27.83203125,-16.11328125
1770415402.5447667,29.296875,42.48046875,-56.15234375,20.5078125,46.875
1770415402.5486724,32.71484375,46.875,-11.71875,21.484375,2.44140625
1770415402.552578,31.25,47.36328125,-26.3671875,19.53125,-24.4140625
1770415402.5564837,27.83203125,43.45703125,-173.33984375,20.5078125,-1.46484375
1770415402.5603895,28.80859375,44.43359375,-388.671875,18.06640625,-5.859375
1770415402.5642965,30.2734375,46.875,-144.53125,13.18359375,19.53125
1770415402.5682023,25.87890625,41.50390625,-1.46484375,15.13671875,23.4375
1770415402.5721078,23.92578125,42.48046875,-51.7578125,15.13671875,28.3203125
1770415402.5760136,29.78515625,43.9453125,-36.62109375,18.5546875,15.625
1770415402.5799193,30.76171875,39.0625,-6.8359375,20.5078125,39.0625
1770415402.583825,27.83203125,37.59765625,-69.82421875,25.390625,33.203125
1770415402.587731,20.5078125,37.59765625,-370.60546875,25.390625,28.3203125
1770415402.5916367,12.6953125,38.0859375,-451.171875,6.8359375,64.94140625
1770415402.5955424,10.7421875,52.24609375,-179.19921875,0.48828125,19.04296875
1770415402.5994482,1.953125,61.5234375,-95.21484375,-7.32421875,51.26953125
1770415402.6033537,-20.01953125,49.8046875,-174.31640625,-36.1328125,59.08203125
1770415402.6072595,-41.015625,44.921875,-246.09375,-48.33984375,28.3203125
1770415402.6111655,-63.4765625,45.41015625,-198.73046875,-58.10546875,40.52734375
1770415402.6150713,-76.171875,43.45703125,-237.79296875,-73.73046875,33.69140625
1770415402.618977,-88.37890625,45.41015625,-356.93359375,-91.30859375,43.9453125
1770415402.6228828,-116.69921875,50.29296875,-342.28515625,-118.1640625,50.29296875
1770415402.6267886,-134.27734375,53.7109375,-286.1328125,-136.23046875,40.0390625
1770415402.6306944,-125.9765625,58.10546875,-414.0625,-133.30078125,-14.6484375
1770415402.6346002,-140.13671875,63.96484375,-428.7109375,-126.46484375,2.44140625
1770415402.638506,-143.5546875,66.89453125,-307.12890625,-128.41796875,43.45703125
1770415402.6424115,-124.51171875,67.87109375,-254.8828125,-127.9296875,39.0625
1770415402.6463172,-104.98046875,66.40625,-314.94140625,-112.3046875,19.53125
1770415402.650223,-95.21484375,67.87109375,-402.34375,-95.703125,52.24609375
1770415402.6541288,-91.30859375,68.359375,-253.90625,-82.51953125,-3.41796875
1770415402.6580355,-73.73046875,66.89453125,-19.04296875,-69.82421875,22.4609375
1770415402.6619413,-54.6875,68.359375,95.21484375,-50.29296875,60.05859375
1770415402.6658468,-34.1796875,71.2890625,140.625,-29.296875,39.55078125
1770415402.6697526,-17.08984375,71.2890625,134.27734375,-12.20703125,58.10546875
1770415402.6736584,1.46484375,67.87109375,159.1796875,-0.48828125,68.359375
1770415402.6775641,27.83203125,62.01171875,-113.76953125,13.671875,26.3671875
1770415402.68147,35.15625,60.546875,-250.0,26.3671875,21.484375
1770415402.6853757,21.484375,61.5234375,73.2421875,35.15625,75.1953125
1770415402.6892815,20.5078125,57.6171875,90.8203125,44.43359375,59.08203125
1770415402.6931872,29.78515625,55.17578125,71.77734375,49.31640625,20.01953125
1770415402.697093,39.55078125,53.22265625,71.2890625,56.640625,1.46484375
1770415402.7009985,52.734375,54.19921875,14.6484375,66.40625,-1.953125
1770415402.704906,62.5,57.12890625,-46.38671875,73.2421875,-5.859375
1770415402.7088118,64.453125,46.875,-75.68359375,68.84765625,15.13671875
1770415402.7127175,66.40625,40.52734375,-25.390625,70.3125,4.39453125
1770415402.7166233,67.87109375,41.015625,-6.34765625,76.66015625,27.83203125
1770415402.7205288,73.2421875,39.55078125,7.8125,72.265625,63.96484375
1770415402.7244346,77.1484375,38.0859375,-105.46875,75.68359375,28.3203125
1770415402.7283404,77.63671875,39.0625,-163.0859375,79.1015625,20.99609375
1770415402.7322462,77.1484375,43.9453125,7.8125,75.68359375,28.3203125
1770415402.736152,82.51953125,41.50390625,-32.71484375,86.9140625,49.8046875
1770415402.7400577,89.84375,40.52734375,-298.33984375,95.21484375,69.82421875
1770415402.7439635,87.890625,46.38671875,-146.484375,91.30859375,16.11328125
1770415402.7478693,90.8203125,45.41015625,81.0546875,94.23828125,20.01953125
1770415402.7517757,91.796875,42.48046875,130.37109375,94.7265625,96.6796875
1770415402.7556815,92.7734375,38.57421875,4.8828125,103.02734375,82.03125
1770415402.7595873,91.796875,39.0625,-21.97265625,99.12109375,30.2734375
1770415402.7634928,88.8671875,42.48046875,65.4296875,87.40234375,9.27734375
1770415402.7673986,93.26171875,40.52734375,-48.828125,83.0078125,-9.765625
1770415402.7713044,95.703125,41.9921875,-256.8359375,77.63671875,-34.1796875
1770415402.7752101,88.8671875,49.31640625,-273.92578125,76.66015625,-41.015625
1770415402.779116,87.890625,49.8046875,-97.65625,73.2421875,-24.4140625
1770415402.7830217,87.40234375,48.828125,21.484375,70.80078125,10.7421875
1770415402.7869275,73.2421875,47.36328125,12.6953125,73.73046875,59.5703125
1770415402.7908332,63.96484375,45.41015625,-27.83203125,82.03125,46.38671875
1770415402.7947388,63.4765625,42.48046875,33.203125,80.56640625,45.8984375
1770415402.7986462,78.125,37.59765625,-237.3046875,79.58984375,44.43359375
1770415402.802552,91.30859375,42.48046875,-349.12109375,80.56640625,6.8359375
1770415402.8064575,89.35546875,49.31640625,-86.9140625,79.58984375,-1.46484375
1770415402.8103633,86.42578125,44.921875,-83.984375,82.03125,13.671875
1770415402.814269,84.47265625,38.57421875,-85.9375,86.42578125,45.8984375
1770415402.8181748,81.54296875,35.64453125,-128.41796875,86.42578125,55.6640625
1770415402.8220806,74.21875,35.64453125,-201.66015625,81.54296875,53.7109375
1770415402.8259864,71.77734375,35.64453125,-245.60546875,76.66015625,41.50390625
1770415402.8298922,75.68359375,38.57421875,-362.3046875,74.21875,29.296875
1770415402.833798,74.21875,42.48046875,-161.1328125,67.87109375,37.109375
1770415402.8377037,67.3828125,42.48046875,-12.6953125,66.40625,19.53125
1770415402.8416092,56.640625,37.59765625,-10.25390625,60.546875,40.0390625
1770415402.8455157,55.6640625,31.25,75.1953125,59.5703125,91.30859375
1770415402.8494215,53.7109375,27.34375,70.3125,59.08203125,69.82421875
1770415402.8533273,48.828125,24.4140625,13.671875,50.78125,42.48046875
1770415402.8572328,49.8046875,26.3671875,-80.56640625,48.33984375,65.4296875
1770415402.8611386,48.828125,32.71484375,-52.24609375,47.8515625,57.12890625
1770415402.8650444,51.7578125,34.66796875,-95.703125,46.875,5.37109375
1770415402.8689501,51.7578125,33.69140625,-244.62890625,45.41015625,-17.578125
1770415402.872856,47.8515625,36.62109375,-222.65625,45.8984375,-10.25390625
1770415402.8767617,45.8984375,40.0390625,-65.91796875,42.48046875,30.2734375
1770415402.8806674,40.52734375,40.0390625,-1.46484375,38.57421875,46.38671875
1770415402.8845732,45.41015625,37.59765625,-44.921875,35.64453125,-7.8125
1770415402.888479,52.24609375,32.2265625,-343.75,40.0390625,23.92578125
1770415402.8923857,52.24609375,36.1328125,-336.42578125,41.015625,92.28515625
1770415402.8962915,60.546875,42.48046875,-15.625,38.0859375,62.5
1770415402.9001973,57.6171875,38.0859375,-40.0390625,38.0859375,11.23046875
1770415402.904103,47.8515625,40.52734375,-28.3203125,41.50390625,81.0546875
1770415402.9080088,47.8515625,46.38671875,-12.6953125,47.8515625,112.79296875
1770415402.9119146,41.50390625,33.69140625,-95.21484375,43.45703125,76.66015625
1770415402.9158204,41.50390625,22.4609375,-202.63671875,42.48046875,74.70703125
1770415402.9197261,43.45703125,24.4140625,-410.64453125,39.0625,54.6875
1770415402.9236317,38.0859375,31.25,-347.65625,29.296875,52.734375
1770415402.9275374,37.109375,34.66796875,-132.8125,31.25,33.203125
1770415402.9314432,39.0625,37.109375,-40.52734375,35.64453125,6.34765625
1770415402.935349,38.57421875,38.57421875,-22.94921875,34.66796875,18.06640625
1770415402.9392552,36.1328125,39.0625,-64.94140625,35.15625,39.55078125
1770415402.943161,39.55078125,41.50390625,-70.80078125,36.1328125,5.859375
1770415402.9470665,45.41015625,48.828125,-170.41015625,40.0390625,-38.0859375
1770415402.9509723,41.50390625,50.78125,-170.41015625,39.55078125,8.7890625
1770415402.954878,37.109375,47.36328125,-112.79296875,45.41015625,43.9453125
1770415402.9587839,41.015625,46.38671875,-209.9609375,41.015625,60.546875
1770415402.9626896,48.828125,49.31640625,-237.3046875,35.64453125,58.10546875
1770415402.9665954,49.31640625,50.78125,-127.9296875,43.45703125,63.96484375
1770415402.9705012,50.78125,47.8515625,-186.03515625,42.48046875,-5.37109375
1770415402.974407,43.45703125,47.36328125,-207.03125,39.55078125,-44.43359375
1770415402.9783127,35.64453125,46.38671875,-387.6953125,41.9921875,25.390625
1770415402.9822183,39.0625,51.7578125,-427.734375,42.48046875,58.10546875
1770415402.9861252,37.109375,52.24609375,-144.53125,32.71484375,64.94140625
1770415402.990031,40.0390625,47.36328125,-162.109375,26.85546875,31.73828125
1770415402.9939368,40.0390625,50.78125,-151.85546875,37.109375,8.7890625
1770415402.9978426,40.0390625,53.22265625,-120.60546875,36.62109375,2.44140625
1770415403.001748,45.41015625,59.5703125,-78.61328125,30.76171875,40.0390625
1770415403.0056539,44.43359375,57.6171875,-264.16015625,38.0859375,49.31640625
1770415403.0095596,36.1328125,49.8046875,-456.0546875,37.109375,2.9296875
1770415403.0134654,32.2265625,51.26953125,-205.078125,31.25,26.85546875
1770415403.0173712,28.3203125,41.50390625,-69.82421875,27.34375,28.80859375
1770415403.021277,19.04296875,34.1796875,-133.30078125,25.390625,-5.859375
1770415403.0251827,17.578125,37.109375,-86.42578125,28.80859375,23.4375
1770415403.0290885,23.92578125,42.96875,-24.4140625,31.25,24.4140625
1770415403.032996,32.2265625,42.96875,-26.85546875,35.15625,21.97265625
1770415403.0369017,41.50390625,40.52734375,-274.4140625,35.64453125,25.390625
1770415403.0408075,39.0625,47.8515625,-319.82421875,32.71484375,7.32421875
1770415403.044713,31.73828125,55.17578125,-58.10546875,35.15625,32.71484375
1770415403.0486188,36.62109375,53.22265625,-5.37109375,41.9921875,54.6875
1770415403.0525246,42.96875,48.828125,-166.015625,48.828125,41.50390625
1770415403.0564303,37.59765625,47.36328125,-257.8125,51.7578125,44.43359375
1770415403.060336,30.2734375,50.29296875,-119.62890625,47.36328125,54.19921875
1770415403.064242,34.1796875,53.7109375,-26.85546875,44.43359375,24.4140625
1770415403.0681477,52.734375,45.41015625,-330.078125,47.36328125,28.80859375
1770415403.0720534,53.22265625,49.8046875,-516.11328125,47.8515625,14.6484375
1770415403.075959,37.109375,59.08203125,-205.078125,45.8984375,6.8359375
1770415403.0798657,34.66796875,46.38671875,-124.0234375,42.96875,-13.18359375
1770415403.0837715,33.69140625,38.57421875,-107.421875,44.921875,-0.9765625
1770415403.0876772,33.69140625,38.57421875,-58.10546875,54.6875,78.125
1770415403.091583,36.62109375,41.50390625,-79.58984375,53.22265625,83.984375
1770415403.0954888,35.64453125,42.48046875,-125.0,43.45703125,37.59765625
1770415403.0993943,31.73828125,40.0390625,-187.98828125,30.2734375,34.66796875
1770415403.1033,26.85546875,41.9921875,-179.6875,23.92578125,84.47265625
1770415403.1072059,25.390625,46.875,-64.453125,21.97265625,102.05078125
1770415403.1111116,31.73828125,46.38671875,57.6171875,17.08984375,77.1484375
1770415403.1150174,33.69140625,44.43359375,93.26171875,29.78515625,42.48046875
1770415403.1189232,34.66796875,45.41015625,76.171875,41.50390625,32.71484375
1770415403.122829,36.1328125,42.48046875,111.328125,41.015625,43.45703125
1770415403.1267362,41.50390625,31.25,-25.390625,42.48046875,36.1328125
1770415403.130642,37.59765625,35.15625,-217.7734375,31.25,13.18359375
1770415403.1345477,29.296875,45.41015625,-11.71875,24.4140625,27.34375
1770415403.1384535,37.59765625,43.45703125,11.71875,36.62109375,-15.13671875
1770415403.1423593,45.8984375,39.0625,41.015625,46.38671875,-21.484375
1770415403.146265,48.828125,35.64453125,20.5078125,44.43359375,-14.6484375
1770415403.1501708,44.921875,38.57421875,-50.29296875,35.64453125,28.80859375
1770415403.1540766,46.875,40.52734375,74.70703125,35.15625,66.89453125
1770415403.157982,52.24609375,36.62109375,-82.03125,39.55078125,61.5234375
1770415403.161888,41.50390625,41.015625,-164.55078125,42.96875,54.6875
1770415403.1657937,32.2265625,45.8984375,131.34765625,38.57421875,37.109375
1770415403.1696994,25.390625,41.9921875,186.5234375,36.62109375,71.77734375
1770415403.173606,22.94921875,38.57421875,140.13671875,36.62109375,62.5
1770415403.1775115,28.80859375,41.9921875,126.953125,47.36328125,2.9296875
1770415403.1814172,30.2734375,41.015625,157.2265625,38.0859375,-14.6484375
1770415403.185323,34.66796875,45.41015625,118.65234375,32.71484375,10.25390625
1770415403.1892288,40.52734375,55.6640625,83.984375,37.59765625,59.5703125
1770415403.1931345,31.25,48.828125,65.4296875,27.83203125,34.66796875
1770415403.1970403,19.53125,40.0390625,55.17578125,28.3203125,3.41796875
1770415403.200946,20.99609375,38.57421875,141.11328125,35.15625,-6.8359375
1770415403.2048519,23.92578125,40.52734375,91.796875,38.0859375,26.3671875
1770415403.2087576,25.390625,46.38671875,107.421875,30.2734375,55.6640625
1770415403.2126632,26.3671875,46.38671875,216.30859375,27.83203125,0.0
1770415403.216569,30.2734375,38.57421875,32.71484375,44.921875,-37.109375
1770415403.220476,37.59765625,36.62109375,-230.46875,33.69140625,-10.25390625
1770415403.2243817,35.15625,46.875,-23.4375,20.5078125,14.16015625
1770415403.2282875,42.48046875,50.29296875,166.50390625,33.203125,8.7890625
1770415403.2321932,41.9921875,50.78125,189.453125,20.5078125,31.25
1770415403.236099,33.203125,51.26953125,182.12890625,15.13671875,65.91796875
1770415403.2400048,40.0390625,47.8515625,-20.5078125,20.5078125,46.875
1770415403.2439106,41.9921875,50.29296875,-24.90234375,24.90234375,-0.48828125
1770415403.2478163,45.41015625,46.875,-102.5390625,20.99609375,11.23046875
1770415403.251722,47.36328125,48.33984375,-204.58984375,6.34765625,54.6875
1770415403.2556276,36.1328125,51.7578125,32.71484375,14.6484375,50.78125
1770415403.2595334,23.92578125,43.9453125,67.87109375,22.94921875,73.73046875
1770415403.2634392,20.99609375,42.96875,105.46875,20.99609375,67.87109375
1770415403.2673452,22.94921875,44.43359375,163.0859375,28.80859375,41.015625
1770415403.271251,10.7421875,39.55078125,174.8046875,36.1328125,60.05859375
1770415403.2751567,9.27734375,34.1796875,131.34765625,45.41015625,35.15625
1770415403.2790625,15.625,31.25,87.40234375,24.90234375,-10.7421875
1770415403.2829683,15.625,35.15625,218.75,9.765625,8.30078125
1770415403.286874,22.94921875,41.50390625,171.875,29.78515625,38.57421875
1770415403.2907798,22.4609375,47.36328125,51.7578125,37.109375,-20.99609375
1770415403.2946856,20.99609375,44.921875,275.390625,23.92578125,18.5546875
1770415403.2985914,31.73828125,40.52734375,473.6328125,23.4375,83.0078125
1770415403.302497,26.85546875,42.96875,519.04296875,33.203125,56.15234375
1770415403.3064027,23.4375,36.1328125,377.9296875,38.0859375,44.43359375
1770415403.3103085,35.64453125,35.64453125,207.03125,37.109375,41.9921875
1770415403.3142154,33.203125,43.9453125,372.55859375,34.66796875,44.43359375
1770415403.3181212,36.1328125,46.875,453.125,37.59765625,47.36328125
1770415403.3220267,41.015625,42.48046875,489.74609375,31.73828125,66.89453125
1770415403.3259325,32.71484375,37.59765625,491.69921875,34.1796875,29.296875
1770415403.3298383,28.80859375,36.62109375,490.72265625,34.1796875,26.85546875
1770415403.333744,33.203125,36.1328125,412.109375,21.484375,50.29296875
1770415403.3376498,38.57421875,32.71484375,100.09765625,26.3671875,43.9453125
1770415403.3415556,38.0859375,37.109375,73.2421875,27.83203125,61.5234375
1770415403.3454614,27.83203125,45.41015625,366.2109375,25.390625,40.0390625
1770415403.3493671,26.3671875,36.1328125,397.4609375,29.78515625,21.97265625
1770415403.353273,23.4375,33.69140625,430.6640625,28.80859375,66.89453125
1770415403.3571784,25.390625,36.62109375,426.7578125,22.4609375,54.19921875
1770415403.3610845,30.76171875,39.55078125,395.5078125,24.4140625,-19.04296875
1770415403.3649902,29.78515625,41.9921875,406.25,25.390625,19.04296875
1770415403.368896,37.109375,44.921875,282.2265625,27.34375,35.15625
1770415403.3728018,29.78515625,48.828125,179.19921875,27.83203125,5.37109375
1770415403.3767076,19.53125,43.9453125,196.77734375,23.92578125,-34.66796875
1770415403.3806133,24.4140625,37.59765625,195.80078125,23.92578125,10.25390625
1770415403.384519,27.34375,39.0625,149.4140625,25.390625,66.40625
1770415403.3884249,25.390625,40.0390625,169.921875,24.4140625,52.24609375
1770415403.3923304,25.390625,40.52734375,285.64453125,33.203125,54.19921875
1770415403.3962362,29.78515625,36.1328125,187.01171875,38.0859375,33.69140625
1770415403.400142,35.15625,36.62109375,-69.82421875,26.85546875,49.31640625
1770415403.4040477,33.69140625,39.55078125,45.41015625,24.90234375,77.1484375
1770415403.4079545,40.0390625,34.1796875,122.0703125,25.87890625,24.4140625
1770415403.4118602,38.0859375,39.0625,80.56640625,24.90234375,-20.5078125
1770415403.415766,29.296875,42.96875,148.92578125,29.296875,57.12890625
1770415403.4196718,37.59765625,40.0390625,83.49609375,26.85546875,55.17578125
1770415403.4235775,41.9921875,37.59765625,25.87890625,24.4140625,6.34765625
1770415403.4274833,30.76171875,32.71484375,-175.29296875,22.94921875,37.59765625
1770415403.431389,24.90234375,34.66796875,-333.0078125,27.34375,32.71484375
1770415403.4352946,21.484375,39.0625,-152.34375,20.5078125,-33.69140625
1770415403.4392004,26.3671875,45.41015625,-60.05859375,18.06640625,16.11328125
1770415403.4431062,38.0859375,50.29296875,-19.04296875,23.92578125,65.4296875
1770415403.447012,35.15625,40.52734375,-16.11328125,26.3671875,33.69140625
1770415403.4509177,22.94921875,32.71484375,-38.57421875,21.97265625,2.9296875
1770415403.4548252,28.3203125,35.15625,-134.765625,20.5078125,-18.5546875
1770415403.458731,35.64453125,38.57421875,-193.359375,24.90234375,16.6015625
1770415403.4626365,22.94921875,37.109375,-35.15625,20.5078125,79.1015625
1770415403.4665422,24.4140625,39.0625,36.1328125,20.99609375,70.80078125
1770415403.470448,30.2734375,41.50390625,-24.90234375,24.4140625,42.96875
1770415403.4743538,29.296875,37.59765625,-146.97265625,22.94921875,24.4140625
1770415403.4782596,29.78515625,37.109375,-179.19921875,23.4375,7.8125
1770415403.4821653,31.73828125,34.1796875,-103.02734375,29.78515625,-12.6953125
1770415403.486071,40.0390625,31.25,-215.33203125,33.203125,18.5546875
1770415403.489977,53.22265625,40.52734375,-390.13671875,27.34375,63.4765625
1770415403.4938824,54.19921875,47.36328125,-226.07421875,16.11328125,-1.953125
1770415403.4977882,42.48046875,45.8984375,6.34765625,18.06640625,11.71875
1770415403.5016947,27.34375,45.41015625,30.2734375,15.13671875,63.96484375
1770415403.5056005,17.08984375,41.50390625,-24.4140625,9.27734375,37.59765625
1770415403.5095062,23.92578125,44.43359375,-5.859375,14.6484375,41.50390625
1770415403.513412,32.71484375,44.921875,18.5546875,21.484375,9.27734375
1770415403.5173178,29.78515625,39.55078125,-82.03125,25.390625,-9.765625
1770415403.5212235,38.0859375,50.29296875,-200.1953125,26.3671875,40.0390625
1770415403.5251293,39.0625,56.15234375,-205.078125,32.2265625,13.18359375
1770415403.5290349,24.4140625,46.38671875,-64.94140625,32.2265625,7.8125
1770415403.5329406,20.01953125,41.9921875,21.97265625,30.76171875,33.69140625
1770415403.5368464,23.92578125,38.0859375,-4.39453125,35.15625,67.87109375
1770415403.5407522,20.99609375,36.1328125,-127.9296875,33.69140625,60.05859375
1770415403.544658,16.6015625,39.0625,-90.33203125,27.83203125,20.5078125
1770415403.5485651,29.296875,41.015625,-255.37109375,32.2265625,47.36328125
1770415403.552471,29.296875,45.41015625,-317.3828125,28.80859375,72.75390625
1770415403.5563765,25.390625,46.38671875,-78.125,29.296875,65.91796875
1770415403.5602822,25.390625,48.33984375,-47.36328125,40.0390625,66.40625
1770415403.564188,25.390625,53.7109375,20.99609375,30.76171875,58.59375
1770415403.5680938,36.1328125,49.8046875,-78.125,28.80859375,42.96875
1770415403.5719995,40.0390625,50.78125,-150.390625,32.71484375,40.0390625
1770415403.5759053,41.015625,47.36328125,-115.72265625,41.015625,37.59765625
1770415403.579811,34.66796875,41.9921875,-278.3203125,47.8515625,28.3203125
1770415403.5837169,21.484375,45.41015625,-119.62890625,49.31640625,47.8515625
1770415403.5876226,27.83203125,43.9453125,65.4296875,37.59765625,71.77734375
1770415403.5915282,25.87890625,48.33984375,31.73828125,22.94921875,61.5234375
1770415403.5954347,21.484375,50.78125,-32.2265625,31.25,28.80859375
1770415403.5993404,32.2265625,55.17578125,-27.34375,33.69140625,55.17578125
1770415403.6032462,34.66796875,63.96484375,-11.71875,37.109375,47.36328125
1770415403.6071517,28.3203125,58.59375,-129.8828125,40.52734375,46.875
1770415403.6110575,28.80859375,47.8515625,-101.5625,24.90234375,57.6171875
1770415403.6149633,34.1796875,43.45703125,-144.04296875,21.97265625,13.671875
1770415403.618869,32.71484375,43.9453125,-258.7890625,31.73828125,10.7421875
1770415403.6227748,26.85546875,48.828125,-193.359375,28.80859375,-4.8828125
1770415403.6266806,23.92578125,51.26953125,-29.78515625,38.0859375,42.96875
1770415403.6305864,23.92578125,50.29296875,5.37109375,42.48046875,39.55078125
1770415403.6344922,25.87890625,48.33984375,18.06640625,24.90234375,15.625
1770415403.6383977,30.2734375,44.43359375,-267.578125,23.4375,46.38671875
1770415403.6423047,31.73828125,49.8046875,-330.078125,28.80859375,58.10546875
1770415403.6462104,37.109375,53.7109375,46.38671875,24.4140625,64.453125
1770415403.6501162,40.0390625,46.875,7.32421875,30.76171875,19.04296875
