timestamps,TP9,AF7,AF8,TP10,Right AUX
1772385556.506125,48.33984375,-44.43359375,25.390625,56.640625,12.20703125
1772385556.5100312,53.7109375,225.09765625,28.80859375,55.17578125,15.13671875
1772385556.5139375,56.15234375,14.16015625,3.90625,42.48046875,13.671875
1772385556.5178437,58.10546875,-305.6640625,-4.8828125,41.015625,3.41796875
1772385556.52175,54.19921875,-152.34375,26.85546875,51.7578125,-10.25390625
1772385556.5256562,53.22265625,-45.8984375,24.4140625,51.7578125,22.94921875
1772385556.5295625,44.43359375,-265.13671875,5.37109375,40.52734375,15.625
1772385556.5334687,39.0625,-291.9921875,10.7421875,30.76171875,-16.6015625
1772385556.537375,46.875,-234.86328125,19.53125,41.9921875,-12.20703125
1772385556.5412812,49.31640625,75.1953125,36.62109375,53.7109375,22.94921875
1772385556.5451875,41.9921875,325.1953125,32.2265625,39.0625,95.21484375
1772385556.5490937,41.9921875,4.39453125,15.13671875,31.73828125,116.2109375
1772385556.547125,50.78125,-255.37109375,11.23046875,33.69140625,95.703125
1772385556.5510314,47.36328125,-83.984375,19.53125,31.73828125,26.3671875
1772385556.5549376,45.8984375,233.3984375,27.34375,36.1328125,4.8828125
1772385556.5588439,50.78125,189.453125,9.765625,34.1796875,61.03515625
1772385556.56275,57.6171875,-208.984375,-0.48828125,44.921875,62.98828125
1772385556.5666564,76.171875,-227.5390625,7.8125,71.77734375,18.06640625
1772385556.5705626,69.82421875,125.48828125,26.3671875,70.80078125,12.20703125
1772385556.5744689,24.4140625,219.23828125,40.52734375,23.4375,35.15625
1772385556.578375,-5.37109375,-174.8046875,20.01953125,-8.30078125,78.125
1772385556.5822814,-23.4375,-495.1171875,18.5546875,-17.08984375,50.78125
1772385556.5861876,-48.828125,45.8984375,62.5,-43.9453125,-3.90625
1772385556.5900939,-78.61328125,406.73828125,57.12890625,-56.640625,40.0390625
1772385556.593125,-107.421875,-45.8984375,33.203125,-70.3125,71.2890625
1772385556.5970314,-102.05078125,-277.83203125,53.7109375,-73.73046875,53.7109375
1772385556.6009376,-99.12109375,118.1640625,85.44921875,-63.96484375,53.22265625
1772385556.6048439,-114.74609375,462.40234375,77.63671875,-77.1484375,51.26953125
1772385556.60875,-114.74609375,-115.72265625,43.45703125,-82.03125,-25.390625
1772385556.6126564,-93.75,-587.890625,43.45703125,-62.5,-2.9296875
1772385556.6165626,-83.0078125,-135.7421875,76.171875,-55.6640625,19.53125
1772385556.6204689,-76.171875,401.3671875,82.03125,-40.0390625,1.953125
1772385556.624375,-63.96484375,-32.2265625,39.0625,-31.25,55.17578125
1772385556.6282814,-53.22265625,-606.93359375,28.80859375,-37.59765625,57.12890625
1772385556.6321876,-49.31640625,-12.20703125,62.01171875,-20.99609375,69.3359375
1772385556.6360939,-37.109375,504.39453125,63.4765625,-4.8828125,89.84375
1772385556.638125,-20.99609375,264.16015625,36.1328125,-5.859375,47.36328125
1772385556.6420312,-20.01953125,-105.46875,17.08984375,-0.48828125,41.50390625
1772385556.6459374,-9.765625,-6.34765625,27.83203125,18.5546875,38.57421875
1772385556.6498437,0.9765625,292.48046875,44.921875,22.4609375,34.66796875
1772385556.65375,6.8359375,229.4921875,31.25,24.4140625,48.33984375
1772385556.6576562,10.7421875,-173.33984375,10.25390625,30.2734375,61.03515625
1772385556.6615624,7.8125,-336.9140625,12.20703125,31.25,25.390625
1772385556.6654687,16.11328125,79.1015625,26.85546875,46.38671875,37.59765625
1772385556.669375,23.4375,-22.4609375,12.6953125,44.921875,69.82421875
1772385556.6732812,24.90234375,-255.859375,-1.46484375,26.85546875,58.10546875
1772385556.6771874,25.390625,-124.0234375,-2.44140625,31.73828125,53.7109375
