timestamps,TP9,AF7,AF8,TP10,Right AUX
1772657270.4369228,1.953125,18.06640625,19.04296875,-29.296875,5.37109375
1772657270.4408267,29.296875,49.8046875,23.92578125,43.9453125,28.3203125
1772657270.4447305,38.57421875,50.78125,21.484375,84.47265625,52.24609375
1772657270.4486344,12.6953125,24.90234375,19.04296875,13.18359375,4.8828125
1772657270.4525383,-12.6953125,23.4375,15.13671875,-37.109375,8.7890625
1772657270.456442,5.859375,37.109375,24.90234375,16.6015625,46.38671875
1772657270.460346,38.0859375,31.73828125,30.76171875,71.77734375,30.76171875
1772657270.4642498,20.01953125,34.66796875,27.83203125,30.2734375,53.22265625
1772657270.4681537,-13.671875,39.0625,30.2734375,-30.76171875,4.8828125
1772657270.4720576,-5.37109375,33.203125,29.296875,-1.953125,-16.11328125
1772657270.4759614,29.296875,38.57421875,28.80859375,62.01171875,61.5234375
1772657270.4798653,33.69140625,30.76171875,24.90234375,54.6875,20.99609375
1772657270.4837916,1.953125,23.4375,25.390625,-11.71875,-46.38671875
1772657270.4876955,-6.34765625,21.97265625,24.90234375,-23.4375,-18.5546875
1772657270.4915993,23.92578125,31.25,27.83203125,47.36328125,50.29296875
1772657270.4955032,29.296875,39.55078125,41.50390625,68.359375,47.36328125
1772657270.4994073,1.46484375,32.71484375,41.50390625,-2.9296875,20.99609375
1772657270.5033112,-22.4609375,21.97265625,33.203125,-38.0859375,54.6875
1772657270.507215,4.8828125,26.85546875,28.3203125,27.83203125,99.609375
1772657270.511119,25.390625,33.69140625,28.80859375,63.96484375,73.73046875
1772657270.5150228,-7.8125,21.484375,27.83203125,6.8359375,37.109375
1772657270.5189266,-29.296875,9.27734375,26.3671875,-38.0859375,40.0390625
1772657270.5228305,2.9296875,0.48828125,25.87890625,-0.48828125,3.41796875
1772657270.5267344,25.87890625,35.64453125,33.203125,65.91796875,-28.3203125
1772657270.5306606,4.39453125,46.875,38.0859375,41.50390625,20.01953125
1772657270.5345645,-10.25390625,13.18359375,29.78515625,-21.484375,53.7109375
1772657270.5384684,13.671875,18.06640625,24.4140625,10.25390625,31.73828125
1772657270.5423722,33.203125,47.8515625,30.2734375,60.546875,57.6171875
1772657270.5462763,8.30078125,41.9921875,25.87890625,36.1328125,37.109375
1772657270.5501802,-9.27734375,6.34765625,19.53125,-13.671875,54.19921875
1772657270.554084,-7.32421875,9.27734375,26.3671875,-30.2734375,92.7734375
1772657270.557988,22.4609375,43.9453125,29.296875,37.59765625,41.9921875
1772657270.5618918,35.64453125,48.33984375,26.85546875,75.1953125,-8.30078125
