timestamp,focus_state,confidence_score,focus_score,relaxed_prob,neutral_prob,concentrating_prob
05:34:54,neutral,0.818,0.6,0.33,0.33,0.34
05:34:55,neutral,0.854,0.6,0.33,0.33,0.34
05:34:56,neutral,0.913,0.6,0.33,0.33,0.34
05:34:57,neutral,0.919,0.6,0.33,0.33,0.34
05:34:58,neutral,0.928,0.6,0.33,0.33,0.34
05:35:00,neutral,0.923,0.6,0.33,0.33,0.34
05:35:01,neutral,0.903,0.6,0.33,0.33,0.34
05:35:02,neutral,0.905,0.6,0.33,0.33,0.34
05:35:04,neutral,0.86,0.6,0.33,0.33,0.34
05:35:05,neutral,0.868,0.6,0.33,0.33,0.34
05:35:06,neutral,0.842,0.6,0.33,0.33,0.34
05:35:08,neutral,0.862,0.6,0.33,0.33,0.34
05:35:09,neutral,0.856,0.6,0.33,0.33,0.34
05:35:11,neutral,0.857,0.6,0.33,0.33,0.34
05:35:12,neutral,0.855,0.6,0.33,0.33,0.34
05:35:14,neutral,0.861,0.6,0.33,0.33,0.34
05:35:16,neutral,0.865,0.6,0.33,0.33,0.34
05:35:17,neutral,0.865,0.6,0.33,0.33,0.34
05:35:19,neutral,0.869,0.6,0.33,0.33,0.34
05:35:21,neutral,0.872,0.6,0.33,0.33,0.34
05:35:22,neutral,0.874,0.6,0.33,0.33,0.34
05:35:24,neutral,0.88,0.6,0.33,0.33,0.34
05:35:26,neutral,0.879,0.6,0.33,0.33,0.34
05:35:28,neutral,0.868,0.6,0.33,0.33,0.34
05:35:30,neutral,0.865,0.6,0.33,0.33,0.34
05:35:32,neutral,0.865,0.6,0.33,0.33,0.34
05:35:34,neutral,0.869,0.6,0.33,0.33,0.34
05:35:36,neutral,0.867,0.6,0.33,0.33,0.34
05:35:38,neutral,0.862,0.6,0.33,0.33,0.34
05:35:41,neutral,0.87,0.6,0.33,0.33,0.34
05:35:43,neutral,0.869,0.6,0.33,0.33,0.34
05:35:45,neutral,0.871,0.6,0.33,0.33,0.34
05:35:48,neutral,0.871,0.6,0.33,0.33,0.34
05:35:50,neutral,0.872,0.6,0.33,0.33,0.34
05:35:52,neutral,0.873,0.6,0.33,0.33,0.34
