timestamp,focus_state,confidence_score,focus_score,relaxed_prob,neutral_prob,concentrating_prob
06:34:55,neutral,0.862,0.6,0.33,0.33,0.34
06:34:56,neutral,0.818,0.6,0.33,0.33,0.34
06:34:58,neutral,0.778,0.6,0.33,0.33,0.34
06:34:59,neutral,0.727,0.6,0.33,0.33,0.34
06:35:00,neutral,0.733,0.6,0.33,0.33,0.34
06:35:02,neutral,0.75,0.6,0.33,0.33,0.34
06:35:03,neutral,0.748,0.6,0.33,0.33,0.34
06:35:05,neutral,0.732,0.6,0.33,0.33,0.34
06:35:06,neutral,0.783,0.6,0.33,0.33,0.34
06:35:08,neutral,0.762,0.6,0.33,0.33,0.34
06:35:09,neutral,0.756,0.6,0.33,0.33,0.34
06:35:11,neutral,0.781,0.6,0.33,0.33,0.34
06:35:13,neutral,0.757,0.6,0.33,0.33,0.34
06:35:15,neutral,0.757,0.6,0.33,0.33,0.34
06:35:16,neutral,0.77,0.6,0.33,0.33,0.34
06:35:18,neutral,0.778,0.6,0.33,0.33,0.34
06:35:20,neutral,0.77,0.6,0.33,0.33,0.34
06:35:22,neutral,0.758,0.6,0.33,0.33,0.34
06:35:24,neutral,0.77,0.6,0.33,0.33,0.34
06:35:26,neutral,0.771,0.6,0.33,0.33,0.34
06:35:29,neutral,0.764,0.6,0.33,0.33,0.34
06:35:31,neutral,0.749,0.6,0.33,0.33,0.34
06:35:34,neutral,0.754,0.6,0.33,0.33,0.34
06:35:37,neutral,0.745,0.6,0.33,0.33,0.34
06:35:40,neutral,0.746,0.6,0.33,0.33,0.34
06:35:43,neutral,0.738,0.6,0.33,0.33,0.34
06:35:46,neutral,0.736,0.6,0.33,0.33,0.34
06:35:50,neutral,0.737,0.6,0.33,0.33,0.34
06:35:53,neutral,0.733,0.6,0.33,0.33,0.34
