timestamp,focus_state,confidence_score,focus_score,relaxed_prob,neutral_prob,concentrating_prob
23:37:18,concentrating,0.549,1.0,0.33,0.33,0.34
23:37:19,concentrating,0.551,1.0,0.33,0.33,0.34
23:37:21,concentrating,0.552,1.0,0.33,0.33,0.34
23:37:23,concentrating,0.551,1.0,0.33,0.33,0.34
23:37:25,concentrating,0.547,1.0,0.33,0.33,0.34
23:37:27,concentrating,0.548,1.0,0.33,0.33,0.34
23:37:29,concentrating,0.545,1.0,0.33,0.33,0.34
23:37:30,concentrating,0.545,1.0,0.33,0.33,0.34
23:37:32,concentrating,0.541,1.0,0.33,0.33,0.34
23:37:34,concentrating,0.543,1.0,0.33,0.33,0.34
23:37:36,concentrating,0.545,1.0,0.33,0.33,0.34
23:37:38,concentrating,0.545,1.0,0.33,0.33,0.34
23:37:40,concentrating,0.544,1.0,0.33,0.33,0.34
23:37:42,concentrating,0.544,1.0,0.33,0.33,0.34
23:37:44,concentrating,0.546,1.0,0.33,0.33,0.34
23:37:46,concentrating,0.545,1.0,0.33,0.33,0.34
23:37:48,concentrating,0.543,1.0,0.33,0.33,0.34
23:37:50,concentrating,0.544,1.0,0.33,0.33,0.34
23:37:53,concentrating,0.547,1.0,0.33,0.33,0.34
23:37:55,concentrating,0.547,1.0,0.33,0.33,0.34
23:37:57,concentrating,0.548,1.0,0.33,0.33,0.34
23:37:59,concentrating,0.55,1.0,0.33,0.33,0.34
23:38:01,concentrating,0.553,1.0,0.33,0.33,0.34
23:38:04,concentrating,0.555,1.0,0.33,0.33,0.34
23:38:06,concentrating,0.557,1.0,0.33,0.33,0.34
23:38:08,concentrating,0.558,1.0,0.33,0.33,0.34
23:38:10,concentrating,0.559,1.0,0.33,0.33,0.34
23:38:13,concentrating,0.561,1.0,0.33,0.33,0.34
23:38:15,concentrating,0.561,1.0,0.33,0.33,0.34
23:38:17,concentrating,0.561,1.0,0.33,0.33,0.34
23:38:20,concentrating,0.562,1.0,0.33,0.33,0.34
23:38:22,concentrating,0.563,1.0,0.33,0.33,0.34
23:38:25,concentrating,0.562,1.0,0.33,0.33,0.34
23:38:27,concentrating,0.562,1.0,0.33,0.33,0.34
23:38:30,concentrating,0.56,1.0,0.33,0.33,0.34
23:38:32,concentrating,0.56,1.0,0.33,0.33,0.34
23:38:35,concentrating,0.558,1.0,0.33,0.33,0.34
23:38:37,concentrating,0.557,1.0,0.33,0.33,0.34
23:38:40,concentrating,0.556,1.0,0.33,0.33,0.34
23:38:43,concentrating,0.556,1.0,0.33,0.33,0.34
23:38:45,concentrating,0.559,1.0,0.33,0.33,0.34
23:38:48,concentrating,0.558,1.0,0.33,0.33,0.34
23:38:51,concentrating,0.557,1.0,0.33,0.33,0.34
23:38:54,concentrating,0.557,1.0,0.33,0.33,0.34
23:38:56,concentrating,0.557,1.0,0.33,0.33,0.34
23:38:59,concentrating,0.556,1.0,0.33,0.33,0.34
23:39:02,concentrating,0.558,1.0,0.33,0.33,0.34
23:39:05,concentrating,0.558,1.0,0.33,0.33,0.34
23:39:08,concentrating,0.559,1.0,0.33,0.33,0.34
23:39:11,concentrating,0.56,1.0,0.33,0.33,0.34
23:39:14,concentrating,0.559,1.0,0.33,0.33,0.34
23:39:17,concentrating,0.559,1.0,0.33,0.33,0.34
23:39:20,concentrating,0.56,1.0,0.33,0.33,0.34
23:39:23,concentrating,0.559,1.0,0.33,0.33,0.34
23:39:26,concentrating,0.56,1.0,0.33,0.33,0.34
23:39:29,concentrating,0.559,1.0,0.33,0.33,0.34
23:39:32,concentrating,0.56,1.0,0.33,0.33,0.34
23:39:36,concentrating,0.561,1.0,0.33,0.33,0.34
23:39:39,concentrating,0.56,1.0,0.33,0.33,0.34
23:39:42,concentrating,0.56,1.0,0.33,0.33,0.34
23:39:46,concentrating,0.562,1.0,0.33,0.33,0.34
23:39:49,concentrating,0.563,1.0,0.33,0.33,0.34
23:39:53,concentrating,0.563,1.0,0.33,0.33,0.34
23:39:57,concentrating,0.565,1.0,0.33,0.33,0.34
23:40:01,concentrating,0.565,1.0,0.33,0.33,0.34
23:40:04,concentrating,0.565,1.0,0.33,0.33,0.34
23:40:08,concentrating,0.565,1.0,0.33,0.33,0.34
23:40:12,concentrating,0.566,1.0,0.33,0.33,0.34
23:40:16,concentrating,0.568,1.0,0.33,0.33,0.34
23:40:20,concentrating,0.568,1.0,0.33,0.33,0.34
23:40:24,concentrating,0.569,1.0,0.33,0.33,0.34
23:40:28,concentrating,0.569,1.0,0.33,0.33,0.34
23:40:33,concentrating,0.569,1.0,0.33,0.33,0.34
23:40:37,concentrating,0.569,1.0,0.33,0.33,0.34
23:40:41,concentrating,0.57,1.0,0.33,0.33,0.34
23:40:46,concentrating,0.572,1.0,0.33,0.33,0.34
23:40:50,concentrating,0.571,1.0,0.33,0.33,0.34
23:40:55,concentrating,0.571,1.0,0.33,0.33,0.34
23:41:00,concentrating,0.57,1.0,0.33,0.33,0.34
23:41:05,concentrating,0.571,1.0,0.33,0.33,0.34
23:41:10,concentrating,0.572,1.0,0.33,0.33,0.34
23:41:16,concentrating,0.572,1.0,0.33,0.33,0.34
23:41:21,concentrating,0.573,1.0,0.33,0.33,0.34
23:41:27,concentrating,0.572,1.0,0.33,0.33,0.34
23:41:33,concentrating,0.573,1.0,0.33,0.33,0.34
23:41:38,concentrating,0.572,1.0,0.33,0.33,0.34
23:41:44,concentrating,0.571,1.0,0.33,0.33,0.34
23:41:51,concentrating,0.574,1.0,0.33,0.33,0.34
23:41:57,concentrating,0.576,1.0,0.33,0.33,0.34
23:42:02,concentrating,0.579,1.0,0.33,0.33,0.34
23:42:09,concentrating,0.58,1.0,0.33,0.33,0.34
23:42:15,concentrating,0.582,1.0,0.33,0.33,0.34
23:42:21,concentrating,0.583,1.0,0.33,0.33,0.34
23:42:27,concentrating,0.585,1.0,0.33,0.33,0.34
23:42:34,concentrating,0.586,1.0,0.33,0.33,0.34
23:42:40,concentrating,0.588,1.0,0.33,0.33,0.34
23:42:47,concentrating,0.589,1.0,0.33,0.33,0.34
23:42:54,concentrating,0.591,1.0,0.33,0.33,0.34
23:43:01,concentrating,0.594,1.0,0.33,0.33,0.34
23:43:07,concentrating,0.595,1.0,0.33,0.33,0.34
23:43:14,concentrating,0.598,1.0,0.33,0.33,0.34
23:43:22,concentrating,0.6,1.0,0.33,0.33,0.34
23:43:29,concentrating,0.602,1.0,0.33,0.33,0.34
23:43:36,concentrating,0.603,1.0,0.33,0.33,0.34
23:43:44,concentrating,0.604,1.0,0.33,0.33,0.34
23:43:51,concentrating,0.604,1.0,0.33,0.33,0.34
23:43:59,concentrating,0.606,1.0,0.33,0.33,0.34
23:44:07,concentrating,0.609,1.0,0.33,0.33,0.34
23:44:15,concentrating,0.61,1.0,0.33,0.33,0.34
23:44:23,concentrating,0.613,1.0,0.33,0.33,0.34
23:44:31,concentrating,0.614,1.0,0.33,0.33,0.34
23:44:39,concentrating,0.615,1.0,0.33,0.33,0.34
23:44:48,concentrating,0.618,1.0,0.33,0.33,0.34
23:44:56,concentrating,0.619,1.0,0.33,0.33,0.34
23:45:05,concentrating,0.62,1.0,0.33,0.33,0.34
23:45:14,concentrating,0.621,1.0,0.33,0.33,0.34
23:45:23,concentrating,0.623,1.0,0.33,0.33,0.34
23:45:33,concentrating,0.623,1.0,0.33,0.33,0.34
23:45:43,concentrating,0.624,1.0,0.33,0.33,0.34
23:45:54,concentrating,0.625,1.0,0.33,0.33,0.34
23:46:04,concentrating,0.627,1.0,0.33,0.33,0.34
23:46:14,concentrating,0.63,1.0,0.33,0.33,0.34
23:46:24,concentrating,0.631,1.0,0.33,0.33,0.34
23:46:35,concentrating,0.633,1.0,0.33,0.33,0.34
23:46:46,concentrating,0.636,1.0,0.33,0.33,0.34
23:46:57,concentrating,0.639,1.0,0.33,0.33,0.34
23:47:08,concentrating,0.641,1.0,0.33,0.33,0.34
23:47:20,concentrating,0.641,1.0,0.33,0.33,0.34
23:47:32,concentrating,0.641,1.0,0.33,0.33,0.34
23:47:44,concentrating,0.644,1.0,0.33,0.33,0.34
23:47:56,concentrating,0.647,1.0,0.33,0.33,0.34
23:48:08,concentrating,0.649,1.0,0.33,0.33,0.34
23:48:22,concentrating,0.65,1.0,0.33,0.33,0.34
23:48:35,concentrating,0.651,1.0,0.33,0.33,0.34
23:48:49,concentrating,0.652,1.0,0.33,0.33,0.34
23:49:02,concentrating,0.652,1.0,0.33,0.33,0.34
23:49:16,concentrating,0.654,1.0,0.33,0.33,0.34
23:49:31,concentrating,0.656,1.0,0.33,0.33,0.34
23:49:46,concentrating,0.66,1.0,0.33,0.33,0.34
23:50:00,concentrating,0.662,1.0,0.33,0.33,0.34
23:50:16,concentrating,0.664,1.0,0.33,0.33,0.34
23:50:32,concentrating,0.667,1.0,0.33,0.33,0.34
23:50:47,concentrating,0.667,1.0,0.33,0.33,0.34
23:51:03,concentrating,0.668,1.0,0.33,0.33,0.34
23:51:19,concentrating,0.669,1.0,0.33,0.33,0.34
