timestamp,focus_state,confidence_score,focus_score,relaxed_prob,neutral_prob,concentrating_prob
23:41:56,neutral,0.612,0.6,0.33,0.33,0.34
23:41:57,neutral,0.578,0.6,0.33,0.33,0.34
23:41:58,neutral,0.671,0.6,0.33,0.33,0.34
23:41:59,concentrating,0.686,1.0,0.33,0.33,0.34
23:42:00,neutral,0.693,0.6,0.33,0.33,0.34
23:42:01,concentrating,0.685,1.0,0.33,0.33,0.34
23:42:02,concentrating,0.69,1.0,0.33,0.33,0.34
23:42:03,concentrating,0.703,1.0,0.33,0.33,0.34
23:42:04,concentrating,0.735,1.0,0.33,0.33,0.34
23:42:06,concentrating,0.745,1.0,0.33,0.33,0.34
23:42:07,concentrating,0.722,1.0,0.33,0.33,0.34
23:42:08,concentrating,0.72,1.0,0.33,0.33,0.34
23:42:09,concentrating,0.695,1.0,0.33,0.33,0.34
23:42:10,concentrating,0.697,1.0,0.33,0.33,0.34
23:42:12,concentrating,0.694,1.0,0.33,0.33,0.34
23:42:13,concentrating,0.692,1.0,0.33,0.33,0.34
23:42:14,concentrating,0.679,1.0,0.33,0.33,0.34
23:42:16,concentrating,0.67,1.0,0.33,0.33,0.34
23:42:17,concentrating,0.674,1.0,0.33,0.33,0.34
23:42:18,concentrating,0.682,1.0,0.33,0.33,0.34
23:42:20,concentrating,0.678,1.0,0.33,0.33,0.34
23:42:21,concentrating,0.681,1.0,0.33,0.33,0.34
23:42:22,concentrating,0.691,1.0,0.33,0.33,0.34
23:42:24,concentrating,0.697,1.0,0.33,0.33,0.34
23:42:25,concentrating,0.688,1.0,0.33,0.33,0.34
23:42:27,concentrating,0.679,1.0,0.33,0.33,0.34
23:42:28,concentrating,0.678,1.0,0.33,0.33,0.34
23:42:30,concentrating,0.675,1.0,0.33,0.33,0.34
23:42:32,concentrating,0.667,1.0,0.33,0.33,0.34
23:42:33,concentrating,0.668,1.0,0.33,0.33,0.34
23:42:35,concentrating,0.666,1.0,0.33,0.33,0.34
23:42:36,concentrating,0.673,1.0,0.33,0.33,0.34
23:42:38,concentrating,0.673,1.0,0.33,0.33,0.34
23:42:40,concentrating,0.669,1.0,0.33,0.33,0.34
23:42:41,concentrating,0.666,1.0,0.33,0.33,0.34
23:42:43,concentrating,0.667,1.0,0.33,0.33,0.34
23:42:45,concentrating,0.668,1.0,0.33,0.33,0.34
23:42:46,concentrating,0.67,1.0,0.33,0.33,0.34
23:42:48,concentrating,0.671,1.0,0.33,0.33,0.34
23:42:50,concentrating,0.668,1.0,0.33,0.33,0.34
23:42:52,concentrating,0.671,1.0,0.33,0.33,0.34
23:42:54,concentrating,0.67,1.0,0.33,0.33,0.34
