timestamp,focus_state,confidence_score,focus_score,relaxed_prob,neutral_prob,concentrating_prob
06:23:54,neutral,0.9,0.6,0.33,0.33,0.34
06:23:55,neutral,0.909,0.6,0.33,0.33,0.34
06:23:56,neutral,0.904,0.6,0.33,0.33,0.34
06:23:57,neutral,0.922,0.6,0.33,0.33,0.34
06:23:58,neutral,0.927,0.6,0.33,0.33,0.34
06:23:59,neutral,0.928,0.6,0.33,0.33,0.34
06:24:00,neutral,0.937,0.6,0.33,0.33,0.34
06:24:02,neutral,0.909,0.6,0.33,0.33,0.34
06:24:03,neutral,0.93,0.6,0.33,0.33,0.34
06:24:05,neutral,0.927,0.6,0.33,0.33,0.34
06:24:06,neutral,0.935,0.6,0.33,0.33,0.34
06:24:08,neutral,0.939,0.6,0.33,0.33,0.34
06:24:10,neutral,0.939,0.6,0.33,0.33,0.34
06:24:12,neutral,0.939,0.6,0.33,0.33,0.34
06:24:14,neutral,0.937,0.6,0.33,0.33,0.34
06:24:16,neutral,0.936,0.6,0.33,0.33,0.34
06:24:17,neutral,0.937,0.6,0.33,0.33,0.34
06:24:19,neutral,0.937,0.6,0.33,0.33,0.34
06:24:21,neutral,0.938,0.6,0.33,0.33,0.34
06:24:24,neutral,0.939,0.6,0.33,0.33,0.34
06:24:26,neutral,0.941,0.6,0.33,0.33,0.34
06:24:29,neutral,0.939,0.6,0.33,0.33,0.34
06:24:31,neutral,0.937,0.6,0.33,0.33,0.34
06:24:34,neutral,0.937,0.6,0.33,0.33,0.34
06:24:36,neutral,0.938,0.6,0.33,0.33,0.34
06:24:39,neutral,0.939,0.6,0.33,0.33,0.34
06:24:41,neutral,0.94,0.6,0.33,0.33,0.34
06:24:44,neutral,0.93,0.6,0.33,0.33,0.34
06:24:47,neutral,0.931,0.6,0.33,0.33,0.34
06:24:49,neutral,0.933,0.6,0.33,0.33,0.34
06:24:52,neutral,0.934,0.6,0.33,0.33,0.34
