timestamp,focus_state,confidence_score,focus_score,relaxed_prob,neutral_prob,concentrating_prob
05:52:04,neutral,0.958,0.6,0.33,0.33,0.34
05:52:05,neutral,0.968,0.6,0.33,0.33,0.34
05:52:06,neutral,0.961,0.6,0.33,0.33,0.34
05:52:07,neutral,0.967,0.6,0.33,0.33,0.34
05:52:08,neutral,0.969,0.6,0.33,0.33,0.34
05:52:10,neutral,0.956,0.6,0.33,0.33,0.34
05:52:11,neutral,0.97,0.6,0.33,0.33,0.34
05:52:12,neutral,0.97,0.6,0.33,0.33,0.34
05:52:14,neutral,0.957,0.6,0.33,0.33,0.34
05:52:15,neutral,0.974,0.6,0.33,0.33,0.34
05:52:17,neutral,0.971,0.6,0.33,0.33,0.34
05:52:18,neutral,0.971,0.6,0.33,0.33,0.34
05:52:19,neutral,0.968,0.6,0.33,0.33,0.34
05:52:21,neutral,0.962,0.6,0.33,0.33,0.34
05:52:22,neutral,0.959,0.6,0.33,0.33,0.34
05:52:24,neutral,0.956,0.6,0.33,0.33,0.34
05:52:26,neutral,0.958,0.6,0.33,0.33,0.34
05:52:27,neutral,0.952,0.6,0.33,0.33,0.34
05:52:29,neutral,0.954,0.6,0.33,0.33,0.34
05:52:31,neutral,0.953,0.6,0.33,0.33,0.34
05:52:33,neutral,0.937,0.6,0.33,0.33,0.34
05:52:34,neutral,0.932,0.6,0.33,0.33,0.34
05:52:37,neutral,0.933,0.6,0.33,0.33,0.34
05:52:39,neutral,0.934,0.6,0.33,0.33,0.34
05:52:41,neutral,0.935,0.6,0.33,0.33,0.34
05:52:43,neutral,0.936,0.6,0.33,0.33,0.34
05:52:46,neutral,0.938,0.6,0.33,0.33,0.34
05:52:48,neutral,0.94,0.6,0.33,0.33,0.34
05:52:51,neutral,0.941,0.6,0.33,0.33,0.34
05:52:54,neutral,0.941,0.6,0.33,0.33,0.34
05:52:57,neutral,0.939,0.6,0.33,0.33,0.34
05:53:00,neutral,0.937,0.6,0.33,0.33,0.34
05:53:03,neutral,0.93,0.6,0.33,0.33,0.34
