timestamp,focus_state,confidence_score,focus_score,relaxed_prob,neutral_prob,concentrating_prob
05:38:56,neutral,0.631,0.6,0.33,0.33,0.34
05:38:57,neutral,0.819,0.6,0.33,0.33,0.34
05:38:58,neutral,0.824,0.6,0.33,0.33,0.34
05:38:59,neutral,0.825,0.6,0.33,0.33,0.34
05:39:00,neutral,0.79,0.6,0.33,0.33,0.34
05:39:02,neutral,0.826,0.6,0.33,0.33,0.34
05:39:03,neutral,0.836,0.6,0.33,0.33,0.34
05:39:05,neutral,0.833,0.6,0.33,0.33,0.34
05:39:06,neutral,0.845,0.6,0.33,0.33,0.34
05:39:08,neutral,0.85,0.6,0.33,0.33,0.34
05:39:09,neutral,0.845,0.6,0.33,0.33,0.34
05:39:11,neutral,0.843,0.6,0.33,0.33,0.34
05:39:12,neutral,0.857,0.6,0.33,0.33,0.34
05:39:14,neutral,0.84,0.6,0.33,0.33,0.34
05:39:16,neutral,0.85,0.6,0.33,0.33,0.34
05:39:18,neutral,0.858,0.6,0.33,0.33,0.34
05:39:20,neutral,0.854,0.6,0.33,0.33,0.34
05:39:22,neutral,0.851,0.6,0.33,0.33,0.34
05:39:24,neutral,0.841,0.6,0.33,0.33,0.34
05:39:26,neutral,0.829,0.6,0.33,0.33,0.34
05:39:28,neutral,0.836,0.6,0.33,0.33,0.34
05:39:30,neutral,0.836,0.6,0.33,0.33,0.34
05:39:32,neutral,0.837,0.6,0.33,0.33,0.34
05:39:34,neutral,0.838,0.6,0.33,0.33,0.34
05:39:37,neutral,0.843,0.6,0.33,0.33,0.34
05:39:39,neutral,0.843,0.6,0.33,0.33,0.34
05:39:42,neutral,0.84,0.6,0.33,0.33,0.34
05:39:45,neutral,0.828,0.6,0.33,0.33,0.34
05:39:48,neutral,0.833,0.6,0.33,0.33,0.34
05:39:51,neutral,0.838,0.6,0.33,0.33,0.34
05:39:54,neutral,0.844,0.6,0.33,0.33,0.34
