timestamp,focus_state,confidence_score,focus_score,relaxed_prob,neutral_prob,concentrating_prob
05:47:12,neutral,0.732,0.6,0.33,0.33,0.34
05:47:13,neutral,0.792,0.6,0.33,0.33,0.34
05:47:14,concentrating,0.855,1.0,0.33,0.33,0.34
05:47:16,concentrating,0.896,1.0,0.33,0.33,0.34
05:47:17,concentrating,0.914,1.0,0.33,0.33,0.34
05:47:18,concentrating,0.924,1.0,0.33,0.33,0.34
05:47:20,concentrating,0.935,1.0,0.33,0.33,0.34
05:47:22,concentrating,0.925,1.0,0.33,0.33,0.34
05:47:24,concentrating,0.909,1.0,0.33,0.33,0.34
05:47:26,concentrating,0.887,1.0,0.33,0.33,0.34
05:47:28,concentrating,0.879,1.0,0.33,0.33,0.34
05:47:30,neutral,0.877,0.6,0.33,0.33,0.34
05:47:32,neutral,0.867,0.6,0.33,0.33,0.34
05:47:35,neutral,0.879,0.6,0.33,0.33,0.34
05:47:37,concentrating,0.889,1.0,0.33,0.33,0.34
05:47:40,concentrating,0.899,1.0,0.33,0.33,0.34
05:47:43,concentrating,0.907,1.0,0.33,0.33,0.34
05:47:46,concentrating,0.912,1.0,0.33,0.33,0.34
05:47:49,concentrating,0.917,1.0,0.33,0.33,0.34
05:47:52,concentrating,0.924,1.0,0.33,0.33,0.34
05:47:56,concentrating,0.929,1.0,0.33,0.33,0.34
05:48:00,concentrating,0.929,1.0,0.33,0.33,0.34
05:48:03,concentrating,0.925,1.0,0.33,0.33,0.34
05:48:07,concentrating,0.929,1.0,0.33,0.33,0.34
05:48:11,concentrating,0.928,1.0,0.33,0.33,0.34
