timestamp,focus_state,confidence_score,focus_score,relaxed_prob,neutral_prob,concentrating_prob
23:34:37,neutral,0.62,0.6,0.33,0.33,0.34
23:34:39,concentrating,0.745,1.0,0.33,0.33,0.34
23:34:40,concentrating,0.829,1.0,0.33,0.33,0.34
23:34:41,concentrating,0.797,1.0,0.33,0.33,0.34
23:34:42,concentrating,0.818,1.0,0.33,0.33,0.34
23:34:43,concentrating,0.785,1.0,0.33,0.33,0.34
23:34:44,concentrating,0.769,1.0,0.33,0.33,0.34
23:34:45,concentrating,0.749,1.0,0.33,0.33,0.34
23:34:46,concentrating,0.719,1.0,0.33,0.33,0.34
23:34:48,concentrating,0.712,1.0,0.33,0.33,0.34
23:34:49,concentrating,0.695,1.0,0.33,0.33,0.34
23:34:50,concentrating,0.709,1.0,0.33,0.33,0.34
23:34:51,concentrating,0.713,1.0,0.33,0.33,0.34
23:34:53,concentrating,0.706,1.0,0.33,0.33,0.34
23:34:54,concentrating,0.708,1.0,0.33,0.33,0.34
23:34:55,concentrating,0.715,1.0,0.33,0.33,0.34
23:34:56,concentrating,0.705,1.0,0.33,0.33,0.34
23:34:58,concentrating,0.707,1.0,0.33,0.33,0.34
23:34:59,concentrating,0.7,1.0,0.33,0.33,0.34
23:35:00,concentrating,0.694,1.0,0.33,0.33,0.34
23:35:02,concentrating,0.699,1.0,0.33,0.33,0.34
23:35:03,concentrating,0.686,1.0,0.33,0.33,0.34
23:35:04,concentrating,0.678,1.0,0.33,0.33,0.34
23:35:06,concentrating,0.676,1.0,0.33,0.33,0.34
23:35:07,concentrating,0.669,1.0,0.33,0.33,0.34
23:35:09,concentrating,0.668,1.0,0.33,0.33,0.34
23:35:10,concentrating,0.676,1.0,0.33,0.33,0.34
23:35:11,concentrating,0.677,1.0,0.33,0.33,0.34
23:35:13,concentrating,0.678,1.0,0.33,0.33,0.34
23:35:14,concentrating,0.676,1.0,0.33,0.33,0.34
23:35:16,concentrating,0.674,1.0,0.33,0.33,0.34
23:35:17,concentrating,0.672,1.0,0.33,0.33,0.34
23:35:19,concentrating,0.675,1.0,0.33,0.33,0.34
23:35:20,concentrating,0.681,1.0,0.33,0.33,0.34
23:35:22,concentrating,0.677,1.0,0.33,0.33,0.34
23:35:23,concentrating,0.679,1.0,0.33,0.33,0.34
23:35:25,concentrating,0.681,1.0,0.33,0.33,0.34
23:35:27,concentrating,0.682,1.0,0.33,0.33,0.34
23:35:28,concentrating,0.679,1.0,0.33,0.33,0.34
23:35:30,concentrating,0.68,1.0,0.33,0.33,0.34
23:35:31,concentrating,0.686,1.0,0.33,0.33,0.34
23:35:33,concentrating,0.693,1.0,0.33,0.33,0.34
23:35:35,concentrating,0.695,1.0,0.33,0.33,0.34
23:35:36,concentrating,0.699,1.0,0.33,0.33,0.34
23:35:38,concentrating,0.701,1.0,0.33,0.33,0.34
23:35:40,concentrating,0.703,1.0,0.33,0.33,0.34
23:35:42,concentrating,0.707,1.0,0.33,0.33,0.34
23:35:44,concentrating,0.705,1.0,0.33,0.33,0.34
23:35:46,concentrating,0.703,1.0,0.33,0.33,0.34
23:35:48,concentrating,0.705,1.0,0.33,0.33,0.34
23:35:50,concentrating,0.701,1.0,0.33,0.33,0.34
23:35:52,concentrating,0.7,1.0,0.33,0.33,0.34
23:35:54,concentrating,0.699,1.0,0.33,0.33,0.34
23:35:56,concentrating,0.7,1.0,0.33,0.33,0.34
23:35:58,concentrating,0.699,1.0,0.33,0.33,0.34
23:36:00,concentrating,0.697,1.0,0.33,0.33,0.34
23:36:02,concentrating,0.701,1.0,0.33,0.33,0.34
23:36:05,concentrating,0.699,1.0,0.33,0.33,0.34
23:36:07,concentrating,0.697,1.0,0.33,0.33,0.34
23:36:09,concentrating,0.695,1.0,0.33,0.33,0.34
23:36:11,concentrating,0.691,1.0,0.33,0.33,0.34
23:36:13,concentrating,0.687,1.0,0.33,0.33,0.34
23:36:16,concentrating,0.681,1.0,0.33,0.33,0.34
23:36:18,concentrating,0.68,1.0,0.33,0.33,0.34
23:36:20,concentrating,0.677,1.0,0.33,0.33,0.34
23:36:22,concentrating,0.673,1.0,0.33,0.33,0.34
23:36:25,concentrating,0.672,1.0,0.33,0.33,0.34
23:36:27,concentrating,0.672,1.0,0.33,0.33,0.34
23:36:29,concentrating,0.67,1.0,0.33,0.33,0.34
23:36:32,concentrating,0.669,1.0,0.33,0.33,0.34
23:36:34,concentrating,0.664,1.0,0.33,0.33,0.34
23:36:37,concentrating,0.664,1.0,0.33,0.33,0.34
23:36:40,concentrating,0.662,1.0,0.33,0.33,0.34
23:36:42,concentrating,0.661,1.0,0.33,0.33,0.34
23:36:45,concentrating,0.659,1.0,0.33,0.33,0.34
23:36:48,concentrating,0.655,1.0,0.33,0.33,0.34
23:36:51,concentrating,0.654,1.0,0.33,0.33,0.34
23:36:54,concentrating,0.653,1.0,0.33,0.33,0.34
23:36:56,concentrating,0.65,1.0,0.33,0.33,0.34
23:36:59,concentrating,0.648,1.0,0.33,0.33,0.34
23:37:02,concentrating,0.645,1.0,0.33,0.33,0.34
23:37:05,concentrating,0.642,1.0,0.33,0.33,0.34
23:37:08,concentrating,0.638,1.0,0.33,0.33,0.34
23:37:11,concentrating,0.636,1.0,0.33,0.33,0.34
23:37:14,concentrating,0.634,1.0,0.33,0.33,0.34
23:37:17,concentrating,0.633,1.0,0.33,0.33,0.34
23:37:20,concentrating,0.632,1.0,0.33,0.33,0.34
23:37:24,concentrating,0.632,1.0,0.33,0.33,0.34
23:37:27,concentrating,0.629,1.0,0.33,0.33,0.34
23:37:30,concentrating,0.629,1.0,0.33,0.33,0.34
23:37:34,concentrating,0.626,1.0,0.33,0.33,0.34
23:37:37,concentrating,0.625,1.0,0.33,0.33,0.34
23:37:40,concentrating,0.624,1.0,0.33,0.33,0.34
23:37:44,concentrating,0.623,1.0,0.33,0.33,0.34
23:37:47,concentrating,0.621,1.0,0.33,0.33,0.34
23:37:51,concentrating,0.62,1.0,0.33,0.33,0.34
23:37:54,concentrating,0.62,1.0,0.33,0.33,0.34
23:37:57,concentrating,0.618,1.0,0.33,0.33,0.34
23:38:01,concentrating,0.62,1.0,0.33,0.33,0.34
23:38:04,concentrating,0.62,1.0,0.33,0.33,0.34
23:38:08,concentrating,0.62,1.0,0.33,0.33,0.34
23:38:12,concentrating,0.621,1.0,0.33,0.33,0.34
23:38:16,concentrating,0.621,1.0,0.33,0.33,0.34
23:38:19,concentrating,0.621,1.0,0.33,0.33,0.34
23:38:23,concentrating,0.62,1.0,0.33,0.33,0.34
23:38:27,concentrating,0.619,1.0,0.33,0.33,0.34
23:38:31,concentrating,0.616,1.0,0.33,0.33,0.34
23:38:35,concentrating,0.615,1.0,0.33,0.33,0.34
