timestamp,focus_state,confidence_score,focus_score,relaxed_prob,neutral_prob,concentrating_prob
23:38:39,concentrating,0.613,1.0,0.33,0.33,0.34
23:38:43,concentrating,0.612,1.0,0.33,0.33,0.34
23:38:47,concentrating,0.61,1.0,0.33,0.33,0.34
23:38:51,concentrating,0.611,1.0,0.33,0.33,0.34
23:38:55,concentrating,0.608,1.0,0.33,0.33,0.34
23:38:59,concentrating,0.607,1.0,0.33,0.33,0.34
23:39:03,concentrating,0.607,1.0,0.33,0.33,0.34
23:39:08,concentrating,0.606,1.0,0.33,0.33,0.34
23:39:12,concentrating,0.605,1.0,0.33,0.33,0.34
23:39:17,concentrating,0.604,1.0,0.33,0.33,0.34
23:39:21,concentrating,0.604,1.0,0.33,0.33,0.34
23:39:26,concentrating,0.602,1.0,0.33,0.33,0.34
23:39:31,concentrating,0.602,1.0,0.33,0.33,0.34
23:39:35,concentrating,0.602,1.0,0.33,0.33,0.34
23:39:40,concentrating,0.602,1.0,0.33,0.33,0.34
23:39:45,concentrating,0.602,1.0,0.33,0.33,0.34
23:39:50,concentrating,0.602,1.0,0.33,0.33,0.34
23:39:56,concentrating,0.603,1.0,0.33,0.33,0.34
23:40:01,concentrating,0.604,1.0,0.33,0.33,0.34
23:40:06,concentrating,0.603,1.0,0.33,0.33,0.34
23:40:12,concentrating,0.603,1.0,0.33,0.33,0.34
23:40:17,concentrating,0.604,1.0,0.33,0.33,0.34
23:40:23,concentrating,0.605,1.0,0.33,0.33,0.34
23:40:28,concentrating,0.604,1.0,0.33,0.33,0.34
23:40:34,concentrating,0.604,1.0,0.33,0.33,0.34
23:40:40,concentrating,0.604,1.0,0.33,0.33,0.34
23:40:46,concentrating,0.605,1.0,0.33,0.33,0.34
23:40:52,concentrating,0.604,1.0,0.33,0.33,0.34
23:40:58,concentrating,0.604,1.0,0.33,0.33,0.34
23:41:05,concentrating,0.603,1.0,0.33,0.33,0.34
23:41:12,concentrating,0.603,1.0,0.33,0.33,0.34
23:41:19,concentrating,0.603,1.0,0.33,0.33,0.34
23:41:26,concentrating,0.603,1.0,0.33,0.33,0.34
23:41:33,concentrating,0.602,1.0,0.33,0.33,0.34
23:41:41,concentrating,0.602,1.0,0.33,0.33,0.34
23:41:49,concentrating,0.602,1.0,0.33,0.33,0.34
23:41:57,concentrating,0.604,1.0,0.33,0.33,0.34
23:42:05,concentrating,0.607,1.0,0.33,0.33,0.34
23:42:12,concentrating,0.609,1.0,0.33,0.33,0.34
23:42:21,concentrating,0.61,1.0,0.33,0.33,0.34
23:42:29,concentrating,0.612,1.0,0.33,0.33,0.34
23:42:37,concentrating,0.613,1.0,0.33,0.33,0.34
23:42:45,concentrating,0.614,1.0,0.33,0.33,0.34
23:42:54,concentrating,0.615,1.0,0.33,0.33,0.34
23:43:03,concentrating,0.616,1.0,0.33,0.33,0.34
23:43:12,concentrating,0.618,1.0,0.33,0.33,0.34
23:43:20,concentrating,0.619,1.0,0.33,0.33,0.34
23:43:30,concentrating,0.621,1.0,0.33,0.33,0.34
23:43:39,concentrating,0.622,1.0,0.33,0.33,0.34
23:43:48,concentrating,0.622,1.0,0.33,0.33,0.34
23:43:58,concentrating,0.624,1.0,0.33,0.33,0.34
23:44:07,concentrating,0.625,1.0,0.33,0.33,0.34
23:44:17,concentrating,0.627,1.0,0.33,0.33,0.34
23:44:27,concentrating,0.629,1.0,0.33,0.33,0.34
23:44:37,concentrating,0.63,1.0,0.33,0.33,0.34
23:44:47,concentrating,0.632,1.0,0.33,0.33,0.34
23:44:58,concentrating,0.634,1.0,0.33,0.33,0.34
23:45:09,concentrating,0.635,1.0,0.33,0.33,0.34
23:45:21,concentrating,0.637,1.0,0.33,0.33,0.34
23:45:32,concentrating,0.636,1.0,0.33,0.33,0.34
23:45:44,concentrating,0.637,1.0,0.33,0.33,0.34
23:45:57,concentrating,0.638,1.0,0.33,0.33,0.34
23:46:09,concentrating,0.64,1.0,0.33,0.33,0.34
23:46:22,concentrating,0.642,1.0,0.33,0.33,0.34
23:46:35,concentrating,0.644,1.0,0.33,0.33,0.34
23:46:49,concentrating,0.646,1.0,0.33,0.33,0.34
23:47:02,concentrating,0.648,1.0,0.33,0.33,0.34
23:47:17,concentrating,0.649,1.0,0.33,0.33,0.34
23:47:31,concentrating,0.648,1.0,0.33,0.33,0.34
23:47:46,concentrating,0.65,1.0,0.33,0.33,0.34
23:48:01,concentrating,0.653,1.0,0.33,0.33,0.34
23:48:17,concentrating,0.655,1.0,0.33,0.33,0.34
23:48:32,concentrating,0.655,1.0,0.33,0.33,0.34
23:48:49,concentrating,0.656,1.0,0.33,0.33,0.34
23:49:05,concentrating,0.655,1.0,0.33,0.33,0.34
23:49:22,concentrating,0.658,1.0,0.33,0.33,0.34
23:49:41,concentrating,0.661,1.0,0.33,0.33,0.34
