timestamps,TP9,AF7,AF8,TP10,Right AUX
1772177813.272919,-97.65625,36.62109375,33.203125,-140.625,-893.5546875
1772177813.2768235,123.53515625,55.6640625,77.63671875,330.078125,175.78125
1772177813.2807279,91.796875,63.96484375,64.453125,183.59375,652.83203125
1772177813.2846324,-141.6015625,55.17578125,14.6484375,-343.26171875,-517.08984375
1772177813.288537,-172.8515625,62.01171875,16.11328125,-314.94140625,-960.44921875
1772177813.2924414,17.08984375,72.265625,58.10546875,170.41015625,14.6484375
1772177813.296346,69.82421875,82.03125,67.87109375,220.21484375,764.6484375
1772177813.3002505,-155.2734375,78.125,27.34375,-308.10546875,-315.91796875
1772177813.3041549,-252.9296875,68.84765625,15.13671875,-448.2421875,-914.0625
1772177813.3080595,-83.49609375,76.171875,65.91796875,15.625,-350.09765625
1772177813.311964,25.87890625,85.9375,93.26171875,232.91015625,783.203125
1772177813.3158684,-119.140625,72.75390625,53.22265625,-189.453125,148.92578125
1772177813.3197842,-270.99609375,48.828125,30.2734375,-492.1875,-760.7421875
1772177813.3236887,-135.7421875,43.9453125,62.01171875,-118.1640625,-663.0859375
1772177813.327593,82.51953125,55.17578125,93.26171875,300.78125,500.48828125
1772177813.3314977,1.953125,53.7109375,64.94140625,30.76171875,457.51953125
1772177813.3354023,-190.91796875,37.59765625,20.5078125,-405.76171875,-642.08984375
1772177813.3393066,-115.72265625,36.1328125,37.59765625,-180.6640625,-853.515625
1772177813.3432112,116.2109375,35.15625,77.1484375,317.87109375,140.13671875
1772177813.3471158,128.41796875,32.2265625,68.84765625,237.3046875,679.6875
1772177813.35102,-83.984375,23.92578125,20.99609375,-260.7421875,-430.17578125
1772177813.3549247,-107.91015625,15.13671875,13.671875,-241.69921875,-944.3359375
1772177813.3588293,121.58203125,20.01953125,62.01171875,286.62109375,-81.0546875
1772177813.3627336,209.9609375,23.4375,74.70703125,395.5078125,823.73046875
1772177813.3666492,5.37109375,19.53125,18.06640625,-112.3046875,-182.12890625
1772177813.3705535,-105.46875,19.04296875,-3.41796875,-297.36328125,-875.0
1772177813.374458,75.1953125,16.6015625,37.109375,150.390625,-419.921875
1772177813.3783627,241.2109375,24.90234375,66.40625,452.1484375,743.1640625
1772177813.3822672,101.07421875,26.3671875,24.4140625,58.10546875,192.3828125
1772177813.3861716,-80.078125,15.625,-19.04296875,-305.6640625,-797.36328125
