timestamps,TP9,AF7,AF8,TP10,Right AUX
1772170585.4533408,26.85546875,29.296875,25.390625,11.23046875,53.22265625
1772170585.4572465,33.203125,31.25,22.4609375,30.2734375,40.52734375
1772170585.4611523,41.50390625,34.66796875,4.8828125,29.78515625,47.8515625
1772170585.465058,32.2265625,24.4140625,-31.73828125,8.30078125,6.8359375
1772170585.4689639,22.4609375,19.04296875,-12.20703125,13.18359375,-2.44140625
1772170585.4728696,22.94921875,7.32421875,-48.33984375,28.80859375,10.7421875
1772170585.4767756,48.33984375,11.71875,-34.66796875,40.0390625,-3.41796875
1772170585.4806814,50.29296875,17.08984375,18.5546875,17.08984375,36.62109375
1772170585.4845872,40.52734375,22.4609375,-11.71875,16.6015625,26.3671875
1772170585.488493,36.62109375,33.203125,-2.9296875,31.25,10.7421875
1772170585.4923987,23.92578125,10.7421875,-17.08984375,0.0,12.20703125
1772170585.4963045,34.1796875,27.83203125,-2.9296875,-12.20703125,69.3359375
1772170585.5002122,48.33984375,46.38671875,-3.41796875,-1.46484375,108.88671875
1772170585.504118,42.96875,38.57421875,-26.3671875,27.34375,42.48046875
1772170585.5080237,24.90234375,34.1796875,9.765625,32.71484375,45.8984375
1772170585.5119295,23.4375,26.3671875,1.46484375,12.20703125,36.62109375
1772170585.5158353,28.3203125,20.01953125,-22.4609375,-4.8828125,11.71875
1772170585.519741,31.25,18.5546875,-26.85546875,10.25390625,34.1796875
1772170585.5236468,32.2265625,22.4609375,-6.34765625,27.34375,10.25390625
1772170585.5275528,34.66796875,28.80859375,24.90234375,16.6015625,41.50390625
1772170585.5314586,45.41015625,34.66796875,-13.18359375,21.97265625,73.2421875
1772170585.5353644,53.22265625,32.71484375,-49.8046875,24.4140625,38.0859375
1772170585.5392702,54.6875,38.0859375,26.3671875,31.25,74.70703125
1772170585.543176,58.10546875,36.1328125,30.76171875,37.59765625,40.52734375
1772170585.5470824,54.6875,22.4609375,-20.99609375,19.53125,-3.90625
1772170585.5509882,38.0859375,12.6953125,-20.99609375,1.953125,35.64453125
1772170585.5548942,33.69140625,18.06640625,2.9296875,24.4140625,-2.9296875
1772170585.5588,47.8515625,36.62109375,9.27734375,44.921875,-0.9765625
1772170585.5627058,49.31640625,22.4609375,-23.92578125,27.34375,-19.53125
1772170585.5666115,43.45703125,12.6953125,-45.8984375,6.34765625,-48.33984375
1772170585.5705173,43.45703125,29.296875,-13.18359375,8.7890625,28.3203125
1772170585.574423,46.875,38.0859375,11.71875,34.1796875,38.0859375
1772170585.5783288,50.29296875,43.45703125,7.8125,22.4609375,-15.625
